行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
2443,US-2017-3765639,2017-06-28,2017-07-05,标准级,林德-12175,林德伟,公司,武汉,湖北,中国,中南,办公用-标签-10002109,办公用品,标签,"Harbour Creations 合法证物标签, 耐用",423.36,8,0.0,7.840000000000001
2444,US-2017-3765639,2017-06-28,2017-07-05,标准级,林德-12175,林德伟,公司,武汉,湖北,中国,中南,办公用-器具-10004848,办公用品,器具,"KitchenAid 烤面包机, 白色",467.376,2,0.4,-296.1840000000001
2445,US-2017-3765639,2017-06-28,2017-07-05,标准级,林德-12175,林德伟,公司,武汉,湖北,中国,中南,办公用-信封-10001882,办公用品,信封,"Ames 邮寄品, 红色",367.64,2,0.0,157.92
2446,US-2017-3765639,2017-06-28,2017-07-05,标准级,林德-12175,林德伟,公司,武汉,湖北,中国,中南,办公用-器具-10000912,办公用品,器具,"Hamilton Beach 冰箱, 黑色",6993.839999999999,5,0.4,-4313.259999999999
2447,US-2015-1318873,2015-05-20,2015-05-27,标准级,韦达-11830,韦达侠,公司,鄂州,湖北,中国,中南,家具-椅子-10001064,家具,椅子,"Harbour Creations 折叠椅, 每套两件",560.784,2,0.4,-317.85600000000005
2448,CN-2017-2693856,2017-12-19,2017-12-24,标准级,秦芯-13915,秦芯,消费者,北京,北京,中国,华北,家具-椅子-10004046,家具,椅子,"SAFCO 摇椅, 红色",1259.1599999999999,2,0.0,339.92
2449,CN-2017-2693856,2017-12-19,2017-12-24,标准级,秦芯-13915,秦芯,消费者,北京,北京,中国,华北,家具-椅子-10002013,家具,椅子,"Harbour Creations 凳子, 红色",2521.68,3,0.0,504.0
2450,CN-2018-3064620,2018-08-11,2018-08-16,标准级,佟丽-16525,佟丽娜,消费者,抚顺,辽宁,中国,东北,办公用-纸张-10002298,办公用品,纸张,"施乐 计划信息表, 优质",475.3,5,0.0,151.9
2451,US-2018-3429663,2018-04-28,2018-05-02,标准级,陶昌-11065,陶昌,消费者,上虞,浙江,中国,华东,办公用-美术-10001897,办公用品,美术,"Boston 速写本, 混合尺寸",144.98399999999998,3,0.8,-348.096
2452,CN-2016-5642637,2016-10-15,2016-10-15,当日,邱刚-13120,邱刚,公司,莘县,山东,中国,华东,办公用-装订-10003441,办公用品,装订机,"Avery 标签, 耐用",365.4,10,0.0,68.6
2453,CN-2016-4733722,2016-10-18,2016-10-22,标准级,肖崆-15520,肖崆,消费者,蒙阴,山东,中国,华东,技术-配件-10002594,技术,配件,"SanDisk 键盘, 耐用",381.22,1,0.0,11.34
2454,CN-2016-1410437,2016-03-22,2016-03-23,一级,麦磊-16060,麦磊,消费者,韶关,广东,中国,中南,家具-椅子-10000671,家具,椅子,"Hon 折叠椅, 黑色",663.5160000000001,2,0.1,-37.044000000000004
2455,CN-2018-1187433,2018-05-18,2018-05-22,标准级,邱秋-11575,邱秋,公司,蒲庙,广西,中国,中南,办公用-纸张-10003176,办公用品,纸张,"SanDisk 计划信息表, 优质",111.16,1,0.0,25.48
2456,CN-2015-2936253,2015-05-28,2015-06-03,标准级,龙锦-14875,龙锦,小型企业,宁波,浙江,中国,华东,办公用-美术-10000263,办公用品,美术,"Boston 荧光笔, 整包",35.72799999999999,2,0.8,-141.232
2457,CN-2015-2936253,2015-05-28,2015-06-03,标准级,龙锦-14875,龙锦,小型企业,宁波,浙江,中国,华东,家具-用具-10004488,家具,用具,"Eldon 灯泡, 一包多件",141.456,2,0.4,-45.024
2458,CN-2015-2936253,2015-05-28,2015-06-03,标准级,龙锦-14875,龙锦,小型企业,宁波,浙江,中国,华东,办公用-装订-10001901,办公用品,装订机,"Acco 孔加固材料, 回收",58.967999999999996,3,0.4,-37.632
2459,CN-2015-2936253,2015-05-28,2015-06-03,标准级,龙锦-14875,龙锦,小型企业,宁波,浙江,中国,华东,办公用-标签-10001981,办公用品,标签,"Avery 圆形标签, 红色",357.28,11,0.0,70.84
2460,CN-2017-3291123,2017-11-28,2017-12-03,标准级,佘凤-12970,佘凤,公司,合肥,安徽,中国,华东,办公用-装订-10001290,办公用品,装订机,"Ibico 装订机, 透明",348.6,5,0.0,62.300000000000004
2461,US-2017-5630783,2017-11-07,2017-11-11,标准级,龙锦-14875,龙锦,小型企业,广元,四川,中国,西南,技术-设备-10002164,技术,设备,"松下 打印机, 耐用",1493.016,2,0.4,-696.864
2462,US-2017-5630783,2017-11-07,2017-11-11,标准级,龙锦-14875,龙锦,小型企业,广元,四川,中国,西南,办公用-纸张-10001757,办公用品,纸张,"SanDisk 计划信息表, 回收",332.21999999999997,3,0.0,119.28
2463,US-2017-4479623,2017-11-22,2017-11-28,标准级,田安-10255,田安,小型企业,成都,四川,中国,西南,家具-书架-10000720,家具,书架,"Bush 柜, 白色",816.984,2,0.4,-149.85600000000005
2464,CN-2016-5385461,2016-10-02,2016-10-03,当日,柯婵-10930,柯婵,小型企业,上海,上海,中国,华东,办公用-美术-10003207,办公用品,美术,"Stanley 铅笔刀, 金属",729.12,6,0.0,174.72
2465,CN-2018-3438839,2018-09-23,2018-09-24,一级,贺晨-11125,贺晨,小型企业,秦皇岛,河北,中国,华北,家具-椅子-10000670,家具,椅子,"Office Star 凳子, 可调",3293.3600000000006,4,0.0,888.7199999999999
2466,CN-2018-3438839,2018-09-23,2018-09-24,一级,贺晨-11125,贺晨,小型企业,秦皇岛,河北,中国,华北,家具-书架-10001133,家具,书架,"Sauder 书库, 白色",5462.099999999999,3,0.0,709.8
2467,CN-2015-4680664,2015-06-01,2015-06-06,标准级,牛德-12190,牛德伟,消费者,拜泉,黑龙江,中国,东北,办公用-器具-10000088,办公用品,器具,"Breville 搅拌机, 红色",2947.84,7,0.0,294.0
2468,CN-2016-1198697,2016-08-03,2016-08-05,一级,徐嘉-14515,徐嘉丽,消费者,洛阳,河南,中国,中南,办公用-装订-10003504,办公用品,装订机,"Ibico 装订机, 耐用",396.2,5,0.0,138.6
2469,CN-2016-1198697,2016-08-03,2016-08-05,一级,徐嘉-14515,徐嘉丽,消费者,洛阳,河南,中国,中南,家具-椅子-10000374,家具,椅子,"Harbour Creations 椅垫, 可调",625.716,2,0.1,250.236
2470,CN-2017-5486414,2017-08-23,2017-08-27,标准级,许娜-18490,许娜,小型企业,西安,陕西,中国,西北,办公用-收纳-10002847,办公用品,收纳具,"Tenex 文件车, 金属",1864.8000000000004,3,0.0,596.4
2471,CN-2017-5486414,2017-08-23,2017-08-27,标准级,许娜-18490,许娜,小型企业,西安,陕西,中国,西北,办公用-纸张-10001526,办公用品,纸张,"Enermax 备忘录便条, 回收",217.98000000000002,3,0.0,45.36
2472,CN-2017-5486414,2017-08-23,2017-08-27,标准级,许娜-18490,许娜,小型企业,西安,陕西,中国,西北,办公用-纸张-10004354,办公用品,纸张,"Enermax 笔记本, 多色",279.16,2,0.0,136.64
2473,CN-2018-4757396,2018-08-18,2018-08-21,一级,万刚-13195,万刚,公司,重庆,重庆,中国,西南,家具-椅子-10001055,家具,椅子,"Hon 沙滩椅, 每套两件",884.8,4,0.0,194.32000000000002
2474,CN-2017-5035540,2017-03-22,2017-03-22,当日,徐杰-14740,徐杰,公司,仙居,浙江,中国,华东,技术-电话-10003206,技术,电话,"诺基亚 音频基座, 全尺寸",940.968,2,0.4,-282.352
2475,US-2016-5834341,2016-11-22,2016-11-29,标准级,毛刚-13165,毛刚,消费者,宁波,浙江,中国,华东,办公用-器具-10000088,办公用品,器具,"Breville 搅拌机, 红色",1263.36,5,0.4,-632.24
2476,US-2016-5834341,2016-11-22,2016-11-29,标准级,毛刚-13165,毛刚,消费者,宁波,浙江,中国,华东,办公用-收纳-10004768,办公用品,收纳具,"Tenex 搁板, 金属",1253.7,5,0.0,501.20000000000005
2477,CN-2017-2606671,2017-12-02,2017-12-06,二级,刘明-18295,刘明,公司,昆明,云南,中国,西南,家具-书架-10001586,家具,书架,"Dania 墙角架, 白色",1744.2600000000002,3,0.0,540.54
2478,CN-2017-2606671,2017-12-02,2017-12-06,二级,刘明-18295,刘明,公司,昆明,云南,中国,西南,家具-椅子-10001116,家具,椅子,"Hon 摇椅, 红色",3047.7999999999997,5,0.0,1371.3
2479,CN-2018-2102819,2018-05-20,2018-05-25,标准级,徐虹-13840,徐虹,公司,宿州,安徽,中国,华东,家具-书架-10004771,家具,书架,"宜家 搁架, 传统",1589.8400000000001,2,0.0,572.32
2480,CN-2018-2102819,2018-05-20,2018-05-25,标准级,徐虹-13840,徐虹,公司,宿州,安徽,中国,华东,技术-电话-10000938,技术,电话,"苹果 耳机, 混合尺寸",1065.54,3,0.0,244.86
2481,CN-2016-5687295,2016-02-02,2016-02-06,标准级,袁关-15670,袁关茵,消费者,汪清,吉林,中国,东北,办公用-收纳-10004690,办公用品,收纳具,"Fellowes 盘, 工业",810.1800000000001,3,0.0,356.15999999999997
2482,CN-2018-4173980,2018-10-05,2018-10-07,二级,邹丽-17680,邹丽雪,小型企业,青岛,山东,中国,华东,家具-椅子-10000979,家具,椅子,"Hon 凳子, 可调",2325.9600000000005,3,0.0,720.72
2483,CN-2017-4757928,2017-06-21,2017-06-27,标准级,罗琼-19615,罗琼,消费者,扶余,吉林,中国,东北,家具-用具-10001120,家具,用具,"Deflect-O 分层置放架, 耐用",312.48,3,0.0,31.08
2484,CN-2018-3746616,2018-10-02,2018-10-08,标准级,邱荷-13690,邱荷,消费者,黄山,安徽,中国,华东,办公用-系固-10002340,办公用品,系固件,"OIC 按钉, 每包 12 个",401.52,6,0.0,7.5600000000000005
2485,CN-2018-3746616,2018-10-02,2018-10-08,标准级,邱荷-13690,邱荷,消费者,黄山,安徽,中国,华东,办公用-用品-10003154,办公用品,用品,"Acme 剪刀, 蓝色",593.6,5,0.0,65.10000000000001
2486,CN-2017-2069532,2017-06-14,2017-06-19,标准级,林丹-11980,林丹,消费者,阿城,黑龙江,中国,东北,家具-椅子-10000519,家具,椅子,"SAFCO 扶手椅, 黑色",4283.999999999999,2,0.0,1156.68
2487,CN-2016-2881872,2016-07-14,2016-07-18,标准级,邵鹏-19075,邵鹏,消费者,洛阳,河南,中国,中南,办公用-器具-10000176,办公用品,器具,"Breville 烤面包机, 黑色",2842.5600000000004,8,0.0,624.96
2488,CN-2016-2881872,2016-07-14,2016-07-18,标准级,邵鹏-19075,邵鹏,消费者,洛阳,河南,中国,中南,办公用-信封-10000832,办公用品,信封,"Ames 商业信封, 红色",254.52,3,0.0,81.06
2489,CN-2016-2881872,2016-07-14,2016-07-18,标准级,邵鹏-19075,邵鹏,消费者,洛阳,河南,中国,中南,家具-书架-10002984,家具,书架,"Safco 柜, 黑色",1588.44,2,0.0,142.79999999999998
2490,CN-2018-2883758,2018-08-20,2018-08-24,标准级,施平-19180,施平,小型企业,洛阳,河南,中国,中南,办公用-器具-10003859,办公用品,器具,"Cuisinart 冰箱, 白色",9225.439999999999,4,0.0,922.3199999999999
2491,US-2018-5180154,2018-05-08,2018-05-12,标准级,邓珊-19915,邓珊,消费者,营口,辽宁,中国,东北,技术-复印-10000956,技术,复印机,"Hewlett 墨水, 每套两件",832.6079999999998,2,0.4,-55.55200000000002
2492,US-2018-5180154,2018-05-08,2018-05-12,标准级,邓珊-19915,邓珊,消费者,营口,辽宁,中国,东北,办公用-收纳-10002355,办公用品,收纳具,"Rogers 文件车, 蓝色",1982.4,3,0.0,19.740000000000002
2493,CN-2018-2875530,2018-12-09,2018-12-14,标准级,巩凤-12880,巩凤,公司,双城,黑龙江,中国,东北,技术-配件-10002404,技术,配件,"贝尔金 键盘, 耐用",784.84,2,0.0,109.75999999999999
2494,CN-2017-5579979,2017-12-19,2017-12-23,标准级,陶莞-13300,陶莞颖,公司,曲阜,山东,中国,华东,办公用-系固-10002927,办公用品,系固件,"Advantus 橡皮筋, 每包 12 个",149.51999999999998,2,0.0,61.040000000000006
2495,CN-2015-4992845,2015-12-08,2015-12-08,当日,傅晨-11110,傅晨,公司,浯溪,湖南,中国,中南,办公用-标签-10002989,办公用品,标签,"Hon 运输标签, 白色",265.3,5,0.0,31.5
2496,CN-2015-4992845,2015-12-08,2015-12-08,当日,傅晨-11110,傅晨,公司,浯溪,湖南,中国,中南,办公用-装订-10000749,办公用品,装订机,"Ibico 打孔机, 透明",139.58,1,0.0,47.32
2497,CN-2015-4992845,2015-12-08,2015-12-08,当日,傅晨-11110,傅晨,公司,浯溪,湖南,中国,中南,办公用-装订-10003699,办公用品,装订机,"Acco 装订机盖, 透明",417.48,7,0.0,3.9200000000000004
2498,US-2016-3025510,2016-09-26,2016-09-26,当日,唐宁-18745,唐宁,公司,南充,四川,中国,西南,办公用-用品-10000784,办公用品,用品,"Acme 修剪器, 锯齿状",115.584,1,0.4,-11.676000000000016
2499,US-2016-3025510,2016-09-26,2016-09-26,当日,唐宁-18745,唐宁,公司,南充,四川,中国,西南,家具-书架-10000557,家具,书架,"Sauder 搁架, 金属",1086.624,2,0.4,-471.01600000000013
2500,US-2016-3025510,2016-09-26,2016-09-26,当日,唐宁-18745,唐宁,公司,南充,四川,中国,西南,技术-设备-10000530,技术,设备,"冲电器 喷墨打印机, 多色",5276.880000000001,6,0.4,-1935.3600000000001
2501,US-2016-3025510,2016-09-26,2016-09-26,当日,唐宁-18745,唐宁,公司,南充,四川,中国,西南,办公用-装订-10002699,办公用品,装订机,"Wilson Jones 装订机, 耐用",203.27999999999997,5,0.4,-135.51999999999998
2502,US-2016-3025510,2016-09-26,2016-09-26,当日,唐宁-18745,唐宁,公司,南充,四川,中国,西南,技术-配件-10001091,技术,配件,"Memorex 记忆卡, 实惠",859.0679999999998,3,0.4,-544.152
2503,US-2016-3025510,2016-09-26,2016-09-26,当日,唐宁-18745,唐宁,公司,南充,四川,中国,西南,办公用-装订-10002118,办公用品,装订机,"Avery 打孔机, 透明",535.6680000000001,7,0.4,-36.652000000000044
2504,CN-2018-5834341,2018-09-25,2018-10-02,标准级,邵黎-16405,邵黎明,小型企业,吉林市,吉林,中国,东北,办公用-收纳-10004132,办公用品,收纳具,"Rogers 盘, 工业",870.24,3,0.0,382.62
2505,US-2016-4230867,2016-09-20,2016-09-24,二级,袁丽-16210,袁丽华,公司,抚顺,辽宁,中国,东北,办公用-系固-10000170,办公用品,系固件,"Stockwell 图钉, 混合尺寸",92.232,3,0.4,-32.50800000000001
2506,CN-2017-3526566,2017-12-30,2017-12-30,当日,周诚-11275,周诚,公司,天津,天津,中国,华北,技术-电话-10004846,技术,电话,"摩托罗拉 音频基座, 蓝色",1618.12,2,0.0,776.44
2507,CN-2016-4084381,2016-10-23,2016-10-29,标准级,钱宁-18655,钱宁,公司,唐山,河北,中国,华北,技术-电话-10002318,技术,电话,"摩托罗拉 音频基座, 混合尺寸",4934.16,6,0.0,1627.92
2508,US-2016-2075782,2016-06-04,2016-06-09,标准级,冯松-20635,冯松,公司,镇江,江苏,中国,华东,办公用-装订-10002996,办公用品,装订机,"Cardinal 标签, 透明",188.15999999999997,10,0.4,-110.03999999999998
2509,CN-2018-5360498,2018-04-20,2018-04-22,一级,贾丹-11920,贾丹,消费者,大同,安徽,中国,华东,家具-椅子-10004961,家具,椅子,"Office Star 椅垫, 可调",1593.8999999999999,5,0.0,748.9999999999999
2510,CN-2018-5360498,2018-04-20,2018-04-22,一级,贾丹-11920,贾丹,消费者,大同,安徽,中国,华东,办公用-器具-10000850,办公用品,器具,"KitchenAid 炉灶, 白色",18564.14,7,0.0,3340.82
2511,CN-2018-1154983,2018-02-05,2018-02-08,一级,潘舟-11440,潘舟,消费者,定陶,山东,中国,华东,办公用-美术-10001431,办公用品,美术,"Sanford 钢笔, 蓝色",51.800000000000004,1,0.0,1.54
2512,CN-2018-1154983,2018-02-05,2018-02-08,一级,潘舟-11440,潘舟,消费者,定陶,山东,中国,华东,办公用-系固-10001925,办公用品,系固件,"Accos 回形针, 金属",594.72,9,0.0,105.84
2513,CN-2018-2062805,2018-09-17,2018-09-18,一级,赵幂-18055,赵幂,消费者,青岛,山东,中国,华东,家具-用具-10001511,家具,用具,"Eldon 闹钟, 耐用",499.79999999999995,2,0.0,84.83999999999999
2514,US-2015-3490090,2015-10-11,2015-10-13,二级,田诚-11335,田诚,小型企业,自贡,四川,中国,西南,家具-用具-10003979,家具,用具,"Deflect-O 框架, 耐用",1199.1840000000002,4,0.4,-600.0960000000001
2515,US-2015-3490090,2015-10-11,2015-10-13,二级,田诚-11335,田诚,小型企业,自贡,四川,中国,西南,家具-椅子-10004534,家具,椅子,"Office Star 扶手椅, 黑色",1301.9999999999998,1,0.4,-867.9999999999999
2516,CN-2016-5105254,2016-08-27,2016-08-31,标准级,钱珊-19855,钱珊,公司,宝应,江苏,中国,华东,办公用-装订-10001029,办公用品,装订机,"Ibico 订书机, 实惠",719.88,5,0.4,-48.020000000000095
2517,CN-2015-5687295,2015-05-23,2015-05-26,二级,龙廷-21295,龙廷,消费者,衡阳,湖南,中国,中南,家具-椅子-10001896,家具,椅子,"Office Star 椅垫, 黑色",266.238,1,0.1,82.69800000000001
2518,CN-2018-3867173,2018-02-10,2018-02-14,二级,赵强-19315,赵强,消费者,青岛,山东,中国,华东,办公用-标签-10004317,办公用品,标签,"Novimex 圆形标签, 耐用",124.32,4,0.0,45.919999999999995
2519,CN-2018-3867173,2018-02-10,2018-02-14,二级,赵强-19315,赵强,消费者,青岛,山东,中国,华东,办公用-用品-10001059,办公用品,用品,"Acme 大剪刀, 锯齿状",1087.8,5,0.0,424.19999999999993
2520,CN-2018-3867173,2018-02-10,2018-02-14,二级,赵强-19315,赵强,消费者,青岛,山东,中国,华东,办公用-装订-10002049,办公用品,装订机,"Ibico 装订机盖, 透明",183.54,3,0.0,31.08
2521,CN-2018-1246652,2018-06-17,2018-06-21,标准级,洪康-15370,洪康,消费者,南宁,广西,中国,中南,办公用-收纳-10004384,办公用品,收纳具,"Smead 锁柜, 金属",2764.86,3,0.0,1299.48
2522,CN-2018-1246652,2018-06-17,2018-06-21,标准级,洪康-15370,洪康,消费者,南宁,广西,中国,中南,家具-用具-10004607,家具,用具,"Deflect-O 框架, 一包多件",1027.6000000000001,2,0.0,174.44
2523,CN-2018-1246652,2018-06-17,2018-06-21,标准级,洪康-15370,洪康,消费者,南宁,广西,中国,中南,家具-用具-10004872,家具,用具,"Advantus 框架, 一包多件",3113.04,6,0.0,1369.2
2524,CN-2018-1246652,2018-06-17,2018-06-21,标准级,洪康-15370,洪康,消费者,南宁,广西,中国,中南,办公用-装订-10003400,办公用品,装订机,"Acco 打孔机, 耐用",885.36,6,0.0,141.12
2525,CN-2018-3122639,2018-11-11,2018-11-15,二级,刘婵-10945,刘婵,消费者,廊坊,河北,中国,华北,家具-用具-10000234,家具,用具,"Tenex 灯泡, 优质",491.4,6,0.0,73.08
2526,CN-2016-5631342,2016-01-24,2016-01-27,一级,林德-12175,林德伟,公司,宿州,安徽,中国,华东,办公用-收纳-10004768,办公用品,收纳具,"Tenex 搁板, 金属",501.48,2,0.0,200.48000000000002
2527,CN-2017-2531621,2017-10-03,2017-10-07,标准级,武杰-14815,武杰,小型企业,郑州,河南,中国,中南,技术-复印-10004220,技术,复印机,"夏普 无线传真机, 每套两件",6643.84,4,0.0,2989.28
2528,US-2018-5414820,2018-05-07,2018-05-13,标准级,佘莲-17050,佘莲,消费者,耒阳,湖南,中国,中南,家具-椅子-10000128,家具,椅子,"Novimex 沙滩椅, 可调",406.9800000000001,2,0.1,-36.260000000000005
2529,CN-2018-2606671,2018-10-17,2018-10-21,标准级,孙荷-13750,孙荷,公司,沈阳,辽宁,中国,东北,家具-用具-10004193,家具,用具,"Rubvermaid 分层置放架, 耐用",62.07599999999999,1,0.4,4.116
2530,CN-2018-2606671,2018-10-17,2018-10-21,标准级,孙荷-13750,孙荷,公司,沈阳,辽宁,中国,东北,办公用-收纳-10000379,办公用品,收纳具,"Smead 锁柜, 工业",1856.3999999999999,2,0.0,426.72
2531,CN-2018-2606671,2018-10-17,2018-10-21,标准级,孙荷-13750,孙荷,公司,沈阳,辽宁,中国,东北,技术-配件-10003567,技术,配件,"罗技 鼠标, 回收",227.556,3,0.4,-26.964000000000027
2532,CN-2015-3557528,2015-03-01,2015-03-06,标准级,潘荷-13735,潘荷,小型企业,淮南,安徽,中国,华东,技术-配件-10000246,技术,配件,"贝尔金 记忆卡, 可编程",3799.46,7,0.0,1291.6399999999999
2533,CN-2015-3557528,2015-03-01,2015-03-06,标准级,潘荷-13735,潘荷,小型企业,淮南,安徽,中国,华东,办公用-器具-10001757,办公用品,器具,"KitchenAid 炉灶, 黑色",15948.24,6,0.0,6219.360000000001
2534,CN-2016-5099065,2016-05-31,2016-06-02,一级,邱丽-17620,邱丽雪,公司,烟台,山东,中国,华东,办公用-器具-10000602,办公用品,器具,"Hamilton Beach 咖啡研磨机, 红色",398.15999999999997,2,0.0,71.39999999999999
2535,CN-2016-5099065,2016-05-31,2016-06-02,一级,邱丽-17620,邱丽雪,公司,烟台,山东,中国,华东,技术-配件-10001234,技术,配件,"Memorex 鼠标, 可编程",415.38,3,0.0,62.16
2536,CN-2017-5542988,2017-12-11,2017-12-16,标准级,贾嫒-10030,贾嫒,公司,重庆,重庆,中国,西南,家具-椅子-10002919,家具,椅子,"Harbour Creations 沙滩椅, 可调",2393.44,8,0.0,430.08
2537,CN-2017-4114478,2017-09-02,2017-09-08,标准级,周木-18400,周木兰,消费者,淮阴,江苏,中国,华东,办公用-信封-10004523,办公用品,信封,"Cameo 马尼拉纸信封, 回收",481.59999999999997,4,0.0,86.24000000000001
2538,CN-2016-5564146,2016-10-22,2016-10-23,一级,冯乐-17725,冯乐,消费者,上海,上海,中国,华东,技术-配件-10000065,技术,配件,"Memorex 闪存驱动器, 耐用",138.17999999999998,1,0.0,10.92
2539,CN-2016-5564146,2016-10-22,2016-10-23,一级,冯乐-17725,冯乐,消费者,上海,上海,中国,华东,家具-书架-10004836,家具,书架,"Safco 书架, 传统",3476.2,5,0.0,1494.5000000000002
2540,CN-2016-3815654,2016-05-24,2016-05-29,标准级,牛惠-14410,牛惠,小型企业,烟台,山东,中国,华东,办公用-装订-10004255,办公用品,装订机,"Acco 打孔机, 回收",142.24000000000004,1,0.0,54.04
2541,CN-2015-3722391,2015-11-22,2015-11-26,标准级,李丽-17365,李丽丽,消费者,重庆,重庆,中国,西南,办公用-用品-10002305,办公用品,用品,"Elite 美工刀, 蓝色",325.64,2,0.0,38.919999999999995
2542,CN-2015-3722391,2015-11-22,2015-11-26,标准级,李丽-17365,李丽丽,消费者,重庆,重庆,中国,西南,办公用-用品-10004652,办公用品,用品,"Stiletto 开信刀, 钢",259.28000000000003,2,0.0,12.88
2543,CN-2015-3722391,2015-11-22,2015-11-26,标准级,李丽-17365,李丽丽,消费者,重庆,重庆,中国,西南,技术-复印-10000604,技术,复印机,"夏普 传真复印机, 彩色",1269.632,2,0.2,174.55200000000002
2544,CN-2018-1197917,2018-04-04,2018-04-07,一级,邱丽-17620,邱丽雪,公司,衡阳,湖南,中国,中南,技术-配件-10003980,技术,配件,"SanDisk 路由器, 耐用",3591.84,3,0.0,933.6600000000001
2545,CN-2018-1197917,2018-04-04,2018-04-07,一级,邱丽-17620,邱丽雪,公司,衡阳,湖南,中国,中南,办公用-器具-10000912,办公用品,器具,"Hamilton Beach 冰箱, 黑色",4662.5599999999995,2,0.0,139.72
2546,US-2015-2530333,2015-07-08,2015-07-11,一级,楚娟-15115,楚娟,消费者,宜昌,湖北,中国,中南,办公用-标签-10000039,办公用品,标签,"Avery 可去除的标签, 白色",100.24000000000001,2,0.0,3.9200000000000004
2547,US-2015-2530333,2015-07-08,2015-07-11,一级,楚娟-15115,楚娟,消费者,宜昌,湖北,中国,中南,技术-电话-10002475,技术,电话,"诺基亚 办公室电话机, 全尺寸",1301.832,7,0.4,-195.60800000000006
2548,US-2015-2530333,2015-07-08,2015-07-11,一级,楚娟-15115,楚娟,消费者,宜昌,湖北,中国,中南,家具-椅子-10001896,家具,椅子,"Office Star 椅垫, 黑色",532.476,3,0.4,-18.144000000000005
2549,US-2015-2530333,2015-07-08,2015-07-11,一级,楚娟-15115,楚娟,消费者,宜昌,湖北,中国,中南,办公用-纸张-10004825,办公用品,纸张,"施乐 令, 回收",245.0,2,0.0,21.84
2550,US-2015-2530333,2015-07-08,2015-07-11,一级,楚娟-15115,楚娟,消费者,宜昌,湖北,中国,中南,家具-书架-10001540,家具,书架,"Dania 古典书架, 白色",4628.736,4,0.4,-1389.0240000000001
2551,US-2015-2530333,2015-07-08,2015-07-11,一级,楚娟-15115,楚娟,消费者,宜昌,湖北,中国,中南,办公用-装订-10000333,办公用品,装订机,"Cardinal 订书机, 回收",421.092,3,0.4,-105.58800000000002
2552,CN-2017-2530333,2017-12-06,2017-12-10,二级,毛芯-13975,毛芯,公司,开封,河南,中国,中南,技术-配件-10003340,技术,配件,"Enermax 键区, 回收",1543.92,6,0.0,400.68
2553,CN-2017-2530333,2017-12-06,2017-12-10,二级,毛芯-13975,毛芯,公司,开封,河南,中国,中南,办公用-纸张-10004483,办公用品,纸张,"施乐 羊皮纸, 每包 12 个",162.4,2,0.0,38.919999999999995
2554,CN-2017-2530333,2017-12-06,2017-12-10,二级,毛芯-13975,毛芯,公司,开封,河南,中国,中南,办公用-标签-10000869,办公用品,标签,"Novimex 有色标签, 耐用",538.02,9,0.0,268.38
2555,US-2017-4842730,2017-10-07,2017-10-09,二级,夏彩-10645,夏彩,消费者,龙井,吉林,中国,东北,办公用-纸张-10001302,办公用品,纸张,"Eaton 笔记本, 优质",248.07999999999998,2,0.0,76.72
2556,CN-2018-3108642,2018-11-07,2018-11-11,标准级,谢君-15190,谢君,消费者,永川,重庆,中国,西南,家具-书架-10000253,家具,书架,"宜家 书库, 传统",3391.64,2,0.0,1424.36
2557,CN-2018-3108642,2018-11-07,2018-11-11,标准级,谢君-15190,谢君,消费者,永川,重庆,中国,西南,办公用-装订-10002474,办公用品,装订机,"Wilson Jones 打孔机, 回收",396.90000000000003,3,0.0,146.57999999999998
2558,CN-2018-5037027,2018-03-08,2018-03-12,二级,徐蔓-17965,徐蔓楚,公司,哈尔滨,黑龙江,中国,东北,家具-用具-10000513,家具,用具,"Eldon 灯泡, 耐用",311.21999999999997,3,0.0,65.1
2559,CN-2018-5037027,2018-03-08,2018-03-12,二级,徐蔓-17965,徐蔓楚,公司,哈尔滨,黑龙江,中国,东北,办公用-用品-10003316,办公用品,用品,"Stiletto 修剪器, 工业",621.1800000000001,3,0.0,192.36
2560,CN-2017-1150523,2017-08-06,2017-08-10,标准级,常惠-14305,常惠英,消费者,梧州,广西,中国,中南,办公用-美术-10004812,办公用品,美术,"Binney & Smith 铅笔刀, 蓝色",298.70400000000006,3,0.2,78.20399999999998
2561,CN-2017-1150523,2017-08-06,2017-08-10,标准级,常惠-14305,常惠英,消费者,梧州,广西,中国,中南,办公用-系固-10000068,办公用品,系固件,"Stockwell 夹子, 混合尺寸",152.04,2,0.0,68.32
2562,CN-2017-1150523,2017-08-06,2017-08-10,标准级,常惠-14305,常惠英,消费者,梧州,广西,中国,中南,家具-用具-10003917,家具,用具,"Tenex 闹钟, 一包多件",939.12,4,0.0,150.08
2563,CN-2016-2699733,2016-04-11,2016-04-18,标准级,封乐-17740,封乐,消费者,广州,广东,中国,中南,办公用-系固-10003933,办公用品,系固件,"OIC 图钉, 每包 12 个",378.0,6,0.0,105.84
2564,CN-2016-2699733,2016-04-11,2016-04-18,标准级,封乐-17740,封乐,消费者,广州,广东,中国,中南,办公用-器具-10002468,办公用品,器具,"Cuisinart 烤面包机, 白色",722.4000000000001,3,0.0,122.63999999999999
